No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,date,Iprec
11752,2011,5,5,15,1,NA,NA,NA,10,46.49,1010.2,22,SE,19,2011-5-5-15,0
11753,2011,5,5,16,1,NA,NA,NA,10,49.42,1010.2,21,SE,25,2011-5-5-16,0
11754,2011,5,5,17,1,NA,NA,NA,9,49.15,1009.1,20,SE,30,2011-5-5-17,0
11755,2011,5,5,18,1,NA,NA,NA,10,55.93,1010.2,19,SE,35,2011-5-5-18,0
11756,2011,5,5,19,1,NA,NA,NA,11,63.64,1010.2,18,SE,40,2011-5-5-19,0
11757,2011,5,5,20,1,NA,NA,NA,10,59.54,1010.8,18,SE,45,2011-5-5-20,0
11758,2011,5,5,21,1,NA,NA,NA,11,67.78,1010.8,17,SE,51,2011-5-5-21,0
11759,2011,5,5,22,1,NA,NA,NA,11,67.78,1010.8,17,SE,55,2011-5-5-22,0
11760,2011,5,5,23,1,NA,NA,NA,11,67.78,1010.2,17,SE,60,2011-5-5-23,0
12385,2011,6,1,0,2,NA,NA,NA,17,73.32,1009.1,22,NW,2,2011-6-1-0,0
12386,2011,6,1,1,2,NA,NA,NA,18,83.01,1008.1,21,cv,1,2011-6-1-1,0
12387,2011,6,1,2,2,NA,NA,NA,18,83.01,1008.1,21,NW,2,2011-6-1-2,0
12388,2011,6,1,3,2,NA,NA,NA,18,88.28,1007.1,20,cv,0,2011-6-1-3,0
12389,2011,6,1,4,2,NA,NA,NA,18,83.01,1007.1,21,NW,1,2011-6-1-4,0
12390,2011,6,1,5,2,NA,NA,NA,18,83.01,1008.1,21,SW,1,2011-6-1-5,0
12391,2011,6,1,6,2,NA,NA,NA,18,83.01,1008.1,21,cv,0,2011-6-1-6,0
12392,2011,6,1,7,2,NA,NA,NA,18,83.01,1009.1,21,NE,2,2011-6-1-7,0
12393,2011,6,1,8,2,NA,NA,NA,18,73.5,1010.2,23,SW,2,2011-6-1-8,0
12394,2011,6,1,9,2,NA,NA,NA,18,69.2,1010.2,24,SW,5,2011-6-1-9,0
12395,2011,6,1,10,2,NA,NA,NA,17,64.98,1010.2,24,NW,4,2011-6-1-10,0
12396,2011,6,1,11,2,NA,NA,NA,17,61.21,1010.2,25,SW,4,2011-6-1-11,0
12397,2011,6,1,12,2,NA,NA,NA,18,65.19,1009.1,25,SW,8,2011-6-1-12,0
12398,2011,6,1,13,2,NA,NA,NA,19,65.41,1008.1,26,SW,12,2011-6-1-13,0
12399,2011,6,1,14,2,NA,NA,NA,19,61.67,1008.1,27,SW,16,2011-6-1-14,0
12400,2011,6,1,15,2,NA,NA,NA,18,54.65,1008.1,28,SW,20,2011-6-1-15,0
12401,2011,6,1,16,2,NA,NA,NA,18,57.93,1008.1,27,SW,24,2011-6-1-16,0
12402,2011,6,1,17,2,NA,NA,NA,18,57.93,1008.1,27,SW,28,2011-6-1-17,0
12403,2011,6,1,18,2,NA,NA,NA,18,61.44,1008.1,26,SW,31,2011-6-1-18,0
12404,2011,6,1,19,2,NA,NA,NA,19,73.67,1009.1,24,SW,34,2011-6-1-19,0
12405,2011,6,1,20,2,NA,NA,NA,18,73.5,1009.1,23,SW,37,2011-6-1-20,NA
12406,2011,6,1,21,2,NA,NA,NA,18,73.5,1010.2,23,SE,3,2011-6-1-21,0
12407,2011,6,1,22,2,NA,NA,NA,18,78.09,1010.2,22,SW,5,2011-6-1-22,0
12408,2011,6,1,23,2,NA,NA,NA,18,78.09,1010.8,22,SW,8,2011-6-1-23,0
12409,2011,6,2,0,2,NA,NA,NA,18,83.01,1010.2,21,SW,11,2011-6-2-0,0
12410,2011,6,2,1,2,NA,NA,NA,18,83.01,1010.2,21,SW,12,2011-6-2-1,0
12411,2011,6,2,2,2,NA,NA,NA,18,83.01,1010.2,21,SW,14,2011-6-2-2,0
12412,2011,6,2,3,2,NA,NA,NA,18,83.01,1010.2,21,SW,15,2011-6-2-3,0
12413,2011,6,2,4,2,NA,NA,NA,18,83.01,1010.2,21,SW,16,2011-6-2-4,0
12414,2011,6,2,5,2,NA,NA,NA,18,83.01,1010.2,21,cv,0,2011-6-2-5,0
12415,2011,6,2,6,2,NA,NA,NA,18,78.09,1010.8,22,cv,0,2011-6-2-6,0
12416,2011,6,2,7,2,NA,NA,NA,19,73.67,1010.8,24,cv,0,2011-6-2-7,0
12417,2011,6,2,8,2,NA,NA,NA,19,69.4,1011.9,25,cv,1,2011-6-2-8,0
12418,2011,6,2,9,2,NA,NA,NA,20,69.6,1010.8,26,SW,2,2011-6-2-9,0
12419,2011,6,2,10,2,NA,NA,NA,19,58.17,1010.8,28,cv,1,2011-6-2-10,0
12420,2011,6,2,11,2,NA,NA,NA,18,48.69,1010.8,30,cv,1,2011-6-2-11,0
12421,2011,6,2,12,2,NA,NA,NA,18,48.69,1010.2,30,SW,3,2011-6-2-12,0
12422,2011,6,2,13,2,NA,NA,NA,19,54.9,1009.1,29,SW,9,2011-6-2-13,0
12423,2011,6,2,14,2,NA,NA,NA,19,78.24,1009.1,23,NE,10,2011-6-2-14,0
12424,2011,6,2,15,2,NA,NA,NA,20,78.39,1009.1,24,NW,4,2011-6-2-15,0
12425,2011,6,2,16,2,NA,NA,NA,18,65.19,1009.1,25,SE,3,2011-6-2-16,0
12426,2011,6,2,17,2,NA,NA,NA,17,61.21,1009.1,25,SE,4,2011-6-2-17,0
12427,2011,6,2,18,2,NA,NA,NA,16,57.44,1010.2,25,SE,8,2011-6-2-18,0
12428,2011,6,2,19,2,NA,NA,NA,16,60.98,1010.2,24,SE,12,2011-6-2-19,0
12429,2011,6,2,20,2,NA,NA,NA,15,57.2,1010.2,24,SE,16,2011-6-2-20,0
12430,2011,6,2,21,2,NA,NA,NA,16,64.76,1010.2,23,SE,19,2011-6-2-21,0
12431,2011,6,2,22,2,NA,NA,NA,16,64.76,1010.2,23,SE,24,2011-6-2-22,0
12432,2011,6,2,23,2,NA,NA,NA,16,64.76,1010.8,23,SE,27,2011-6-2-23,0
12433,2011,6,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-6-3-0,0
12434,2011,6,3,1,2,NA,NA,NA,18,78.09,1010.2,22,SE,3,2011-6-3-1,0
12435,2011,6,3,2,2,NA,NA,NA,18,78.09,1010.2,22,SE,5,2011-6-3-2,0
12436,2011,6,3,3,2,NA,NA,NA,18,83.01,1010.2,21,SE,7,2011-6-3-3,0
12437,2011,6,3,4,2,NA,NA,NA,18,83.01,1010.2,21,SE,9,2011-6-3-4,0
12438,2011,6,3,5,2,NA,NA,NA,18,88.28,1010.2,20,SE,11,2011-6-3-5,0
12439,2011,6,3,6,2,NA,NA,NA,18,83.01,1010.2,21,SE,14,2011-6-3-6,0
12440,2011,6,3,7,2,NA,NA,NA,18,78.09,1010.2,22,SE,18,2011-6-3-7,0
12441,2011,6,3,8,2,NA,NA,NA,18,69.2,1010.2,24,SW,4,2011-6-3-8,0
12442,2011,6,3,9,2,NA,NA,NA,17,57.69,1010.2,26,SE,4,2011-6-3-9,0
12443,2011,6,3,10,2,NA,NA,NA,16,48.15,1010.2,28,SW,5,2011-6-3-10,0
12444,2011,6,3,11,2,NA,NA,NA,16,45.44,1009.1,29,SW,10,2011-6-3-11,0
12445,2011,6,3,12,2,NA,NA,NA,15,42.62,1009.1,29,SE,5,2011-6-3-12,0
12446,2011,6,3,13,2,NA,NA,NA,15,40.24,1008.1,30,SW,6,2011-6-3-13,0
12447,2011,6,3,14,2,NA,NA,NA,15,42.62,1008.1,29,SE,7,2011-6-3-14,0
12448,2011,6,3,15,2,NA,NA,NA,11,34.78,1008.1,28,SE,15,2011-6-3-15,0
12449,2011,6,3,16,2,NA,NA,NA,11,34.78,1007.1,28,SE,22,2011-6-3-16,0
12450,2011,6,3,17,2,NA,NA,NA,11,36.87,1007.1,27,SE,29,2011-6-3-17,0
12451,2011,6,3,18,2,NA,NA,NA,12,41.78,1007.1,26,SE,36,2011-6-3-18,0
12452,2011,6,3,19,2,NA,NA,NA,14,50.51,1008.1,25,SE,43,2011-6-3-19,0
12453,2011,6,3,20,2,NA,NA,NA,15,57.2,1008.1,24,SE,48,2011-6-3-20,0
12454,2011,6,3,21,2,NA,NA,NA,17,69.01,1009.1,23,SE,53,2011-6-3-21,0
12455,2011,6,3,22,2,NA,NA,NA,17,73.32,1009.1,22,SE,58,2011-6-3-22,0
12456,2011,6,3,23,2,NA,NA,NA,18,78.09,1008.1,22,SE,63,2011-6-3-23,0
12457,2011,6,4,0,2,NA,NA,NA,18,83.01,1008.1,21,SE,68,2011-6-4-0,0
12458,2011,6,4,1,2,NA,NA,NA,18,83.01,1007.1,21,SE,73,2011-6-4-1,0
12459,2011,6,4,2,2,NA,NA,NA,18,83.01,1007.1,21,SE,78,2011-6-4-2,0
12460,2011,6,4,3,2,NA,NA,NA,18,83.01,1007.1,21,SE,83,2011-6-4-3,0
12461,2011,6,4,4,2,NA,NA,NA,18,83.01,1007.1,21,SE,88,2011-6-4-4,0
12462,2011,6,4,5,2,NA,NA,NA,18,83.01,1006.1,21,SE,93,2011-6-4-5,0
12463,2011,6,4,6,2,NA,NA,NA,19,88.37,1007.1,21,SE,97,2011-6-4-6,0
12464,2011,6,4,7,2,NA,NA,NA,19,83.13,1007.1,22,SE,101,2011-6-4-7,0
12465,2011,6,4,8,2,NA,NA,NA,19,83.13,1008.1,22,SE,104,2011-6-4-8,0
12466,2011,6,4,9,2,NA,NA,NA,20,88.45,1007.1,22,SE,107,2011-6-4-9,0.7
12467,2011,6,4,10,2,NA,NA,NA,19,83.13,1007.1,22,SE,109,2011-6-4-10,1.5
12468,2011,6,4,11,2,NA,NA,NA,20,88.45,1006.1,22,SE,113,2011-6-4-11,2
12469,2011,6,4,12,2,NA,NA,NA,20,83.25,1006.1,23,SE,117,2011-6-4-12,2.5
12470,2011,6,4,13,2,NA,NA,NA,20,88.45,1006.1,22,SE,121,2011-6-4-13,0
12471,2011,6,4,14,2,NA,NA,NA,20,83.25,1005.1,23,NE,3,2011-6-4-14,2.4
12472,2011,6,4,15,2,NA,NA,NA,20,88.45,1005.1,22,SE,2,2011-6-4-15,8.7
12473,2011,6,4,16,2,NA,NA,NA,21,94.07,1004.1,22,SE,5,2011-6-4-16,10.3
12474,2011,6,4,17,2,NA,NA,NA,20,88.45,1004.1,22,SE,7,2011-6-4-17,10.5
12475,2011,6,4,18,2,NA,NA,NA,20,88.45,1004.1,22,SE,9,2011-6-4-18,11.7
12476,2011,6,4,19,2,NA,NA,NA,20,88.45,1004.1,22,SE,12,2011-6-4-19,12.1
12477,2011,6,4,20,2,NA,NA,NA,20,88.45,1004.1,22,SE,14,2011-6-4-20,12.5
12478,2011,6,4,21,2,NA,NA,NA,21,94.07,1005.1,22,SE,15,2011-6-4-21,13.4
12479,2011,6,4,22,2,NA,NA,NA,21,94.07,1005.1,22,SE,18,2011-6-4-22,14.6
12480,2011,6,4,23,2,NA,NA,NA,21,94.07,1005.1,22,SE,20,2011-6-4-23,14.9
12481,2011,6,5,0,2,NA,NA,NA,21,94.07,1004.1,22,cv,1,2011-6-5-0,15.2
12482,2011,6,5,1,2,NA,NA,NA,21,94.07,1004.1,22,cv,1,2011-6-5-1,15.3
12483,2011,6,5,2,2,NA,NA,NA,21,94.07,1003.1,22,NE,3,2011-6-5-2,15.4
12484,2011,6,5,3,2,NA,NA,NA,21,94.07,1004.1,22,cv,0,2011-6-5-3,0
12485,2011,6,5,4,2,NA,NA,NA,21,94.07,1004.1,22,cv,0,2011-6-5-4,0.7
12486,2011,6,5,5,2,NA,NA,NA,21,94.07,1004.1,22,NE,4,2011-6-5-5,1.1
12487,2011,6,5,6,2,NA,NA,NA,21,94.07,1005.1,22,NE,6,2011-6-5-6,1.2
12488,2011,6,5,7,2,NA,NA,NA,21,94.07,1005.1,22,NE,10,2011-6-5-7,0
12489,2011,6,5,8,2,NA,NA,NA,21,94.07,1006.1,22,NE,14,2011-6-5-8,0
12490,2011,6,5,9,2,NA,NA,NA,21,94.07,1007.1,22,NE,18,2011-6-5-9,0
12491,2011,6,5,10,2,NA,NA,NA,20,88.45,1007.1,22,NE,23,2011-6-5-10,0
12492,2011,6,5,11,2,NA,NA,NA,21,88.54,1008.1,23,NE,26,2011-6-5-11,0
12493,2011,6,5,12,2,NA,NA,NA,21,88.54,1008.1,23,NE,30,2011-6-5-12,0
12494,2011,6,5,13,2,NA,NA,NA,20,83.25,1008.1,23,NE,34,2011-6-5-13,0
12495,2011,6,5,14,2,NA,NA,NA,20,83.25,1008.1,23,NE,38,2011-6-5-14,0
12496,2011,6,5,15,2,NA,NA,NA,19,73.67,1008.1,24,SE,4,2011-6-5-15,0
12497,2011,6,5,16,2,NA,NA,NA,18,65.19,1008.1,25,NE,5,2011-6-5-16,0
12498,2011,6,5,17,2,NA,NA,NA,18,69.2,1008.1,24,NE,9,2011-6-5-17,0
12499,2011,6,5,18,2,NA,NA,NA,18,73.5,1008.1,23,SE,5,2011-6-5-18,0
12500,2011,6,5,19,2,NA,NA,NA,18,78.09,1008.1,22,SE,9,2011-6-5-19,0
12501,2011,6,5,20,2,NA,NA,NA,19,83.13,1009.1,22,SE,14,2011-6-5-20,0
12502,2011,6,5,21,2,NA,NA,NA,18,83.01,1009.1,21,NE,5,2011-6-5-21,0
12503,2011,6,5,22,2,NA,NA,NA,18,83.01,1010.2,21,SE,4,2011-6-5-22,0
12504,2011,6,5,23,2,NA,NA,NA,18,83.01,1009.1,21,SE,8,2011-6-5-23,NA
13105,2011,7,1,0,2,NA,NA,NA,24,83.71,1007.1,27,SE,11,2011-7-1-0,0
13106,2011,7,1,1,2,NA,NA,NA,24,88.78,1007.1,26,SE,13,2011-7-1-1,0.1
13107,2011,7,1,2,2,NA,NA,NA,24,88.78,1007.1,26,SE,15,2011-7-1-2,0
13108,2011,7,1,3,2,NA,NA,NA,24,88.78,1007.1,26,SE,17,2011-7-1-3,0.1
13109,2011,7,1,4,2,NA,NA,NA,25,94.25,1007.1,26,SE,19,2011-7-1-4,0
13110,2011,7,1,5,2,NA,NA,NA,24,88.78,1007.1,26,SE,21,2011-7-1-5,0
13111,2011,7,1,6,2,NA,NA,NA,24,88.78,1007.1,26,SE,24,2011-7-1-6,0.3
13112,2011,7,1,7,2,NA,NA,NA,25,88.86,1008.1,27,SE,26,2011-7-1-7,0
13113,2011,7,1,8,2,NA,NA,NA,25,83.82,1008.1,28,SW,3,2011-7-1-8,0
13114,2011,7,1,9,2,NA,NA,NA,25,79.11,1008.1,29,SW,5,2011-7-1-9,0
13115,2011,7,1,10,2,NA,NA,NA,25,70.54,1008.1,31,SW,7,2011-7-1-10,0
13116,2011,7,1,11,2,NA,NA,NA,23,62.57,1008.1,31,NW,3,2011-7-1-11,0
13117,2011,7,1,12,2,NA,NA,NA,23,59.13,1007.1,32,cv,1,2011-7-1-12,0
13118,2011,7,1,13,2,NA,NA,NA,23,55.89,1007.1,33,NW,1,2011-7-1-13,0
13119,2011,7,1,14,2,NA,NA,NA,24,62.79,1006.1,32,SW,3,2011-7-1-14,0.3
13120,2011,7,1,15,2,NA,NA,NA,24,70.36,1005.1,30,SE,4,2011-7-1-15,0
13121,2011,7,1,16,2,NA,NA,NA,24,66.45,1005.1,31,SE,7,2011-7-1-16,0
13122,2011,7,1,17,2,NA,NA,NA,24,70.36,1005.1,30,SE,11,2011-7-1-17,0
13123,2011,7,1,18,2,NA,NA,NA,24,70.36,1005.1,30,SE,15,2011-7-1-18,0
13124,2011,7,1,19,2,NA,NA,NA,24,74.52,1005.1,29,SW,4,2011-7-1-19,0
13125,2011,7,1,20,2,NA,NA,NA,24,74.52,1005.1,29,SW,7,2011-7-1-20,0
13126,2011,7,1,21,2,NA,NA,NA,23,74.35,1005.1,28,SE,4,2011-7-1-21,0
13127,2011,7,1,22,2,NA,NA,NA,23,70.17,1005.1,29,SE,7,2011-7-1-22,0
13128,2011,7,1,23,2,NA,NA,NA,24,78.97,1005.1,28,SW,3,2011-7-1-23,0
13129,2011,7,2,0,2,NA,NA,NA,24,78.97,1005.1,28,SE,3,2011-7-2-0,0
13130,2011,7,2,1,2,NA,NA,NA,24,78.97,1004.1,28,SW,2,2011-7-2-1,0
13131,2011,7,2,2,2,NA,NA,NA,24,83.71,1004.1,27,SW,5,2011-7-2-2,0
13132,2011,7,2,3,2,NA,NA,NA,24,83.71,1003.1,27,SW,8,2011-7-2-3,0
13133,2011,7,2,4,2,NA,NA,NA,24,83.71,1003.1,27,SW,10,2011-7-2-4,0
13134,2011,7,2,5,2,NA,NA,NA,24,83.71,1003.1,27,SW,13,2011-7-2-5,0
13135,2011,7,2,6,2,NA,NA,NA,24,78.97,1003.1,28,SW,16,2011-7-2-6,0
13136,2011,7,2,7,2,NA,NA,NA,24,74.52,1004.1,29,SW,18,2011-7-2-7,0
13137,2011,7,2,8,2,NA,NA,NA,24,66.45,1004.1,31,SW,21,2011-7-2-8,0
13138,2011,7,2,9,2,NA,NA,NA,24,56.14,1004.1,34,SW,25,2011-7-2-9,0
13139,2011,7,2,10,2,NA,NA,NA,25,56.38,1004.1,35,SW,29,2011-7-2-10,0
13140,2011,7,2,11,2,NA,NA,NA,23,47.33,1003.1,36,SW,34,2011-7-2-11,0
13141,2011,7,2,12,2,NA,NA,NA,22,44.55,1003.1,36,SW,39,2011-7-2-12,0
13142,2011,7,2,13,2,NA,NA,NA,23,44.82,1003.1,37,SW,44,2011-7-2-13,0
13143,2011,7,2,14,2,NA,NA,NA,22,42.18,1002,37,NW,5,2011-7-2-14,0
13144,2011,7,2,15,2,NA,NA,NA,22,42.18,1001,37,SW,4,2011-7-2-15,0
13145,2011,7,2,16,2,NA,NA,NA,22,39.96,1000,38,SW,8,2011-7-2-16,0
13146,2011,7,2,17,2,NA,NA,NA,23,44.82,1000,37,SW,13,2011-7-2-17,0
13147,2011,7,2,18,2,NA,NA,NA,23,47.33,1000,36,SW,17,2011-7-2-18,0
13148,2011,7,2,19,2,NA,NA,NA,24,53.11,1000,35,SW,22,2011-7-2-19,0
13149,2011,7,2,20,2,NA,NA,NA,24,56.14,1001,34,SW,26,2011-7-2-20,0
13150,2011,7,2,21,2,NA,NA,NA,24,59.36,1001,33,SW,30,2011-7-2-21,0
13151,2011,7,2,22,2,NA,NA,NA,24,66.45,1002,31,SW,34,2011-7-2-22,0
13152,2011,7,2,23,2,NA,NA,NA,24,66.45,1002,31,SW,38,2011-7-2-23,0
13153,2011,7,3,0,2,NA,NA,NA,25,74.69,1001,30,SW,42,2011-7-3-0,0
13154,2011,7,3,1,2,NA,NA,NA,24,70.36,1001,30,SW,45,2011-7-3-1,0
13155,2011,7,3,2,2,NA,NA,NA,24,70.36,1001,30,SW,47,2011-7-3-2,0
13156,2011,7,3,3,2,NA,NA,NA,24,74.52,1001,29,SW,50,2011-7-3-3,0
13157,2011,7,3,4,2,NA,NA,NA,24,74.52,1001,29,SW,52,2011-7-3-4,0
13158,2011,7,3,5,2,NA,NA,NA,24,70.36,1002,30,SW,55,2011-7-3-5,0
13159,2011,7,3,6,2,NA,NA,NA,24,70.36,1002,30,SW,58,2011-7-3-6,0
13160,2011,7,3,7,2,NA,NA,NA,24,66.45,1002,31,SW,62,2011-7-3-7,0
13161,2011,7,3,8,2,NA,NA,NA,22,52.6,1003.1,33,SW,66,2011-7-3-8,0
13162,2011,7,3,9,2,NA,NA,NA,23,52.86,1002,34,SW,71,2011-7-3-9,0
13163,2011,7,3,10,2,NA,NA,NA,22,47.07,1002,35,SW,77,2011-7-3-10,0
13164,2011,7,3,11,2,NA,NA,NA,22,44.55,1002,36,SW,82,2011-7-3-11,0
13165,2011,7,3,12,2,NA,NA,NA,21,41.91,1002,36,SW,88,2011-7-3-12,0
13166,2011,7,3,13,2,NA,NA,NA,21,39.68,1001,37,SW,94,2011-7-3-13,0
13167,2011,7,3,14,2,NA,NA,NA,21,39.68,1001,37,SW,100,2011-7-3-14,0
13168,2011,7,3,15,2,NA,NA,NA,20,37.31,1001,37,SW,107,2011-7-3-15,0
13169,2011,7,3,16,2,NA,NA,NA,21,41.91,1000,36,SW,112,2011-7-3-16,0
13170,2011,7,3,17,2,NA,NA,NA,21,41.91,1001,36,SW,116,2011-7-3-17,0
13171,2011,7,3,18,2,NA,NA,NA,22,44.55,1001,36,SW,120,2011-7-3-18,0
13172,2011,7,3,19,2,NA,NA,NA,22,47.07,1001,35,SW,124,2011-7-3-19,0
13173,2011,7,3,20,2,NA,NA,NA,23,52.86,1002,34,SW,127,2011-7-3-20,0
13174,2011,7,3,21,2,NA,NA,NA,23,52.86,1002,34,SW,130,2011-7-3-21,0
13175,2011,7,3,22,2,NA,NA,NA,23,55.89,1002,33,SW,133,2011-7-3-22,0
13176,2011,7,3,23,2,NA,NA,NA,23,55.89,1002,33,SW,136,2011-7-3-23,0
13177,2011,7,4,0,2,NA,NA,NA,23,59.13,1002,32,SW,140,2011-7-4-0,0
13178,2011,7,4,1,2,NA,NA,NA,24,62.79,1002,32,SW,144,2011-7-4-1,0
13179,2011,7,4,2,2,NA,NA,NA,24,66.45,1002,31,SW,148,2011-7-4-2,0
13180,2011,7,4,3,2,NA,NA,NA,24,66.45,1002,31,SW,152,2011-7-4-3,0
13181,2011,7,4,4,2,NA,NA,NA,24,70.36,1003.1,30,SW,154,2011-7-4-4,0
13182,2011,7,4,5,2,NA,NA,NA,24,70.36,1003.1,30,SW,157,2011-7-4-5,0
13183,2011,7,4,6,2,NA,NA,NA,23,62.57,1004.1,31,SW,160,2011-7-4-6,0
13184,2011,7,4,7,2,NA,NA,NA,23,55.89,1004.1,33,SW,164,2011-7-4-7,0
13185,2011,7,4,8,2,NA,NA,NA,23,52.86,1004.1,34,SW,168,2011-7-4-8,0
13186,2011,7,4,9,2,NA,NA,NA,23,52.86,1004.1,34,SW,172,2011-7-4-9,0
13187,2011,7,4,10,2,NA,NA,NA,23,50.01,1004.1,35,SW,176,2011-7-4-10,0
13188,2011,7,4,11,2,NA,NA,NA,24,53.11,1004.1,35,NW,3,2011-7-4-11,0
13189,2011,7,4,12,2,NA,NA,NA,23,52.86,1004.1,34,NW,7,2011-7-4-12,0
13190,2011,7,4,13,2,NA,NA,NA,23,52.86,1004.1,34,NW,10,2011-7-4-13,0
13191,2011,7,4,14,2,NA,NA,NA,25,66.66,1004.1,32,NE,6,2011-7-4-14,0
13192,2011,7,4,15,2,NA,NA,NA,24,74.52,1004.1,29,NE,11,2011-7-4-15,0
13193,2011,7,4,16,2,NA,NA,NA,24,74.52,1004.1,29,NE,14,2011-7-4-16,0
13194,2011,7,4,17,2,NA,NA,NA,24,70.36,1004.1,30,NE,17,2011-7-4-17,0
13195,2011,7,4,18,2,NA,NA,NA,24,74.52,1005.1,29,NE,18,2011-7-4-18,0
13196,2011,7,4,19,2,NA,NA,NA,25,79.11,1005.1,29,SE,3,2011-7-4-19,0
13197,2011,7,4,20,2,NA,NA,NA,25,83.82,1005.1,28,NE,3,2011-7-4-20,0
13198,2011,7,4,21,2,NA,NA,NA,24,78.97,1006.1,28,SE,4,2011-7-4-21,0
13199,2011,7,4,22,2,NA,NA,NA,24,83.71,1006.1,27,SE,6,2011-7-4-22,0
13200,2011,7,4,23,2,NA,NA,NA,24,78.97,1006.1,28,NE,1,2011-7-4-23,0
13201,2011,7,5,0,2,NA,NA,NA,24,78.97,1006.1,28,SE,1,2011-7-5-0,0
13202,2011,7,5,1,2,NA,NA,NA,24,83.71,1005.1,27,SE,4,2011-7-5-1,0
13203,2011,7,5,2,2,NA,NA,NA,24,88.78,1005.1,26,SE,8,2011-7-5-2,0
13204,2011,7,5,3,2,NA,NA,NA,24,88.78,1005.1,26,NE,4,2011-7-5-3,0
13205,2011,7,5,4,2,NA,NA,NA,24,88.78,1004.1,26,SE,2,2011-7-5-4,0
13206,2011,7,5,5,2,NA,NA,NA,24,88.78,1004.1,26,SE,4,2011-7-5-5,0
13207,2011,7,5,6,2,NA,NA,NA,24,83.71,1005.1,27,SE,6,2011-7-5-6,0
13208,2011,7,5,7,2,NA,NA,NA,24,83.71,1005.1,27,SE,8,2011-7-5-7,0
13209,2011,7,5,8,2,NA,NA,NA,24,78.97,1005.1,28,SE,10,2011-7-5-8,0
13210,2011,7,5,9,2,NA,NA,NA,25,83.82,1004.1,28,SW,2,2011-7-5-9,0
13211,2011,7,5,10,2,NA,NA,NA,25,79.11,1004.1,29,SW,4,2011-7-5-10,0
13212,2011,7,5,11,2,NA,NA,NA,25,74.69,1003.1,30,SW,7,2011-7-5-11,0
13213,2011,7,5,12,2,NA,NA,NA,25,66.66,1003.1,32,SW,9,2011-7-5-12,0
13214,2011,7,5,13,2,NA,NA,NA,25,63.01,1003.1,33,SW,12,2011-7-5-13,0
13215,2011,7,5,14,2,NA,NA,NA,25,63.01,1002,33,SW,15,2011-7-5-14,0
13216,2011,7,5,15,2,NA,NA,NA,25,59.59,1002,34,SW,18,2011-7-5-15,0
13217,2011,7,5,16,2,NA,NA,NA,25,59.59,1002,34,SW,21,2011-7-5-16,0
13218,2011,7,5,17,2,NA,NA,NA,26,66.86,1001,33,SW,24,2011-7-5-17,0
13219,2011,7,5,18,2,NA,NA,NA,26,66.86,1002,33,SW,26,2011-7-5-18,0.1
13220,2011,7,5,19,2,NA,NA,NA,23,70.17,1002,29,NE,4,2011-7-5-19,0
13221,2011,7,5,20,2,NA,NA,NA,24,74.52,1002,29,NE,7,2011-7-5-20,0
13222,2011,7,5,21,2,NA,NA,NA,25,79.11,1002,29,SE,3,2011-7-5-21,0
13223,2011,7,5,22,2,NA,NA,NA,25,79.11,1002,29,SE,6,2011-7-5-22,0
13224,2011,7,5,23,2,NA,NA,NA,25,74.69,1001,30,SE,9,2011-7-5-23,0
13849,2011,8,1,0,2,NA,NA,NA,24,83.71,1006.1,27,NE,45,2011-8-1-0,0
13850,2011,8,1,1,2,NA,NA,NA,24,83.71,1005.1,27,NE,48,2011-8-1-1,0
13851,2011,8,1,2,2,NA,NA,NA,24,83.71,1005.1,27,NE,51,2011-8-1-2,0
13852,2011,8,1,3,2,NA,NA,NA,23,83.6,1005.1,26,NE,54,2011-8-1-3,0
13853,2011,8,1,4,2,NA,NA,NA,23,83.6,1005.1,26,NE,57,2011-8-1-4,0
13854,2011,8,1,5,2,NA,NA,NA,24,83.71,1004.1,27,NE,59,2011-8-1-5,0
13855,2011,8,1,6,2,NA,NA,NA,24,88.78,1005.1,26,NE,62,2011-8-1-6,0
13856,2011,8,1,7,2,NA,NA,NA,24,83.71,1005.1,27,NE,66,2011-8-1-7,0
13857,2011,8,1,8,2,NA,NA,NA,24,78.97,1006.1,28,NE,70,2011-8-1-8,0.1
13858,2011,8,1,9,2,NA,NA,NA,24,78.97,1006.1,28,NE,75,2011-8-1-9,0
13859,2011,8,1,10,2,NA,NA,NA,23,70.17,1006.1,29,NE,78,2011-8-1-10,0
13860,2011,8,1,11,2,NA,NA,NA,23,62.57,1006.1,31,NE,80,2011-8-1-11,0
13861,2011,8,1,12,2,NA,NA,NA,24,62.79,1006.1,32,NE,82,2011-8-1-12,0
13862,2011,8,1,13,2,NA,NA,NA,23,59.13,1005.1,32,cv,3,2011-8-1-13,0
13863,2011,8,1,14,2,NA,NA,NA,24,62.79,1005.1,32,NE,3,2011-8-1-14,0
13864,2011,8,1,15,2,NA,NA,NA,23,59.13,1005.1,32,NE,6,2011-8-1-15,0
13865,2011,8,1,16,2,NA,NA,NA,24,62.79,1005.1,32,NE,11,2011-8-1-16,0
13866,2011,8,1,17,2,NA,NA,NA,23,62.57,1005.1,31,NE,16,2011-8-1-17,0
13867,2011,8,1,18,2,NA,NA,NA,23,66.25,1005.1,30,NE,21,2011-8-1-18,0
